id,peer_username,peer_participants_count,date,type,tag,views,text,,
26835,ChanneliR,521316,1396/12/26 18:05:48,text,1,114861,باید از مسئولان بپرسیم : کدام دشمن می‌توانست در عرض این چند سال :  جنگل‌هایمان را نابود  رودخانه‌های‌مان را بی آب   دریاچه هایمان را باتلاق  تالاب های‌مان را خشک مزارع مان را ویران  دشتهایمان را کویر  آثار باستانی مان را تخریب صنایع مان را ورشکسته فرهنگمان را نابود  هویتمان را تحقیر کشاورزمان را دربدر معلمانمان را بیچاره  کاسبانمان را دزد  جوانانمان را معتاد زنان مان را منزوی نخبه هایمان را فراری  دانشگاه هایمان را بی خاصیت دانشجویان مان را کم سواد اساتیدمان را منفعل بازنشستگانمان را محتاج  کارمندان مان را بیکار  کارگران مان را گرسنه  کارآفرینان مان را بدهکار  بانکهایمان را  کم رمق  مسئولانمان را اختلاس گر  مدیرانمان را رانتی پاسپورتمان را بی اعتبار   و پول ملی مان را چهار هزار برابر بی ارزش کند ؟؟؟!! ‌ Okay @ChanneliR,https://t.me/ChanneliR/26835,"“Okay” A name in your words  این کانال وابسته به هیچ گروه، دسته و حزب سیاسی نیست و کلیه محتوای کانال اخلاقی، فان و نقد اجتماعی می باشد. ‌  @Ok_ct          ⏪ ارتباط با ما   @tab_ok        ⏪ سفارش تبلیغات"
129084,esteghlalpage,2078762,1397/09/20 17:16:58,photo,1,137281,"از نظر سایت رانتی ورزش سه متعلق به هواداران پیروزی، وزیر ورزش موظفه با تصمیم درست و به موقع جلوی نابودی(!) تیم حکومتی رو بگیره ولی از نظر همین سایت وزیر ورزش در نابودی استقلال نقشی نداشته! :))  🆔 @EsteghlalPage",https://t.me/esteghlalpage/129084,⚽️ هفته شانزدهم لیگ‌ برتر  🔵 استقلال ⚪️ ماشین سازی  🗓 تاریخ پنجشنبه ۲۸ آذر ۹۸ 🕗 ساعت۱۵:۱۵ 🏟 ورزشگاه آزادی  فروشگاه استقلال پیج👇🏻 @EsteghlalPage_shop  جهت تبلیغ تا اطلاع بعدی با اکانت زیر هماهنگ کنید @Esteghlaltabligh  🤳تماس با ما @ads_Esteghlalpage
153795,akharinkhabar,3319415,1397/10/14 14:45:36,text,-1,207141,"🔺شناسایی 31 نفر از سران مفاسد اقتصادی   🔹رئیس فراکسیون مبارزه با مفاسد اقتصادی مجلس: 31 تن از سران مفاسد اقتصادی که با فساد و رانت خواری ثروت کشور را غارت کردند، شناسایی شدند و درخواست داریم در ملع عام و در میدان آزادی اعدام شوند. /ایرنا @Akharinkhabar",https://t.me/akharinkhabar/153795,🔺در کوتاه ترین زمان به روزترین باشید   🔺تبلیغات👇 @akharinkhabarads  🔺شرایط و هزینه تبلیغ👇 @akharinkhabar_ads  🔺انتقاد-پیشنهاد-سوژه👇 @Akharinkhabar_pr  🔺ارتباط نهادها و شرکت‌ها👇 @AkharinKhabarCP
131237,akhbarefori,2117072,1397/05/09 14:58:27,text,0,287137,"♦️#چند_خبر_کوتاه  🔹دادخواست سازمان‌های مردم نهاد ایرانی در سایت کاخ سفید: تحریم ها را لغو کنید.  🔹«قاضی‌زاده هاشمی»، عضو هیأت رئیسه مجلس: پرداخت ارز دولتی رانت ایجاد می‌کند/اساس پرداخت ارز دولتی به واردات کالا یا حتی ارز مسافرتی غلط است و واردات برخی کالاها باید ممنوع شود.  🔹ثبت نام نوزدهمین دوره عتبات دانشجویی از ۷ مرداد آغاز شده و تا ۱۴ مرداد به مدت یک هفته ادامه خواهد. @AkhbareFori",https://t.me/akhbarefori/131237,﷽ در لحظه باخبر شوید   سفارش تبلیغ درکانال @ads_fori  خبر فوری در👇  روبیکا https://b2n.ir/972268  سروش https://b2n.ir/20109  گپ https://b2n.ir/02910  اینستاگرام https://b2n.ir/78136  سایت Khabarfoori.ir  ارتباط با ما @Ertebat_ba_ma
767,bazrgani_alburz_baneh,869707,1398/05/05 19:27:36,photo,0,106158,كولر گازي اوجنرال  kawasaki  JAPAN Thailand کم مصرف+++A اينورتر DC INVERTER 75% كاهش انرژي  گاز R410 دارای ریموت کنترل از راه دور  دارای 2عدد فیلتر تنظیم هوا  گرمایشی و سرمایشی  18متر قدرت پرتاپ باد  موتور و پره هایی ضد زنگ خوردگی میباشد کم مصرف و کم صدا دارای حالت خواب  و تنظیم خودکار  🔴همراه با 5سال گارانتي تعويض جنس و 10سال خدمات پس از فروش گارانتي شركت البرز سرويس ميباشد🔴  @Bazrgani_baneh_alburz https://t.me/arya_ru در سايز هاي مختلف  🔴كولر هاي اوجنرال فقط بايد هك شده باشد بغير از هك شده اجناسي ك برچسپ هستند بدل و فيك ميباشد. بر روي موتور كولر گازي اوجنرال مارك اوجنرال بايد هك شده باشد و بغير از اين بدل ميباشد🔴   شماره تماس: 📲+989184387575 📲+989196760096 0873 425 0257☎️,https://t.me/bazrgani_alburz_baneh/767,🌐بازرگانى البرز🌐 ⚫️جهت مشاوره و سفارش كالا:🔰   🆔telegram:     https://t.me/arya_younesi شماره هاي تماس: 📲+989184387575 📲+989196760096 📲+989188810363  تلفن ثابت🔰 0873_4250257  ☎️  😍جهت اعتماد:🔰 🔷https://t.me/bazrgani_alburz كردستان بانه نبش مجتمع تجاري تاج
130207,akhbarefori,2117072,1397/04/31 10:38:12,video,0,521783,"🔹مبارزه با فساد، از شعارهای انتخاباتی تا واقعیت‌های امروز  درباره عملکرد دولت در مبارزه با رانت‌خواری و فساد چه فکر می‌کنید؟👇 khabarfoori.com/detail/480079",https://t.me/akhbarefori/130207,﷽ در لحظه باخبر شوید   سفارش تبلیغ درکانال @ads_fori  خبر فوری در👇  روبیکا https://b2n.ir/972268  سروش https://b2n.ir/20109  گپ https://b2n.ir/02910  اینستاگرام https://b2n.ir/78136  سایت Khabarfoori.ir  ارتباط با ما @Ertebat_ba_ma
110312,Khabar_Fouri,1444085,1397/04/09 15:13:12,photo,-1,212873,📸کنایه وزیر ارتباطات به امتناع وزیر صنعت از انتشار لیست ارزبگیران دولتی:  🔹بخش خصوصی پاکدست از انتشار لیست ارز بگیران حمایت می‌کند؛ باید به جنگ اقتصاد رانتی رفت. #اقتصادی  ✅ @Khabar_Fouri,https://t.me/Khabar_Fouri/110312,فوری‌ترین و مهمترین اخبار ایران و جهان 📰  فقط تبلیغات👇 🆕 @Ads_Fouri  ارسال خبر + انتقاد و پیشنهادات👇 🗣 @Public_Fouri_BOT  ---------------  فناوری 📡 💻 @IT_Fouri  ورزشی🏅 ⚽️ @Sport_Fouri  اقتصاد 📊 📈 @Econ_Fouri  http://instagram.com/_u/Khabar_Fouri
31741,VahidOnline,181448,1397/05/17 17:49:05,webpage,0,390417,"‌ پژمان راهبر: دستور کار امروز مجلس، استیضاح وزیر کار بود اما این جلسه در عمل، تبدیل به محفلی برای افشاگری دو طیف موافق و مخالف استیضاح علیه هم شد. جلسه‌ای با ادعاهای هولناک و البته دو کلمه کلیدی و پرکاربرد: رشوه و آقازاده‌ها. #رشتو PejmanRahbar  اولین اتهام بزرگ در نطق علی رستمی، مخالف وزیر کار مطرح شد :  محسنی بندپی معاون وزیر تعاون از طریق یک خیریه  پیشنهاد پانصد میلیون تومان رشوه کرده است ک دهانم قرص باشد و گزارش استان های پایلوت را برای مجلس و کمیسیون اقتصادی ارائه نکنم! PejmanRahbar   محسنی بندپی(!) فکرش رو هم نمی‌کرد یه روز سوژه اصلی بحث مجلس باشه. جناب بندپی اعلام کرد که رشوه‌ای در کار نبوده و دلیل صحبت رستمیان، انتصاب نشدن فردیه که برای بهزیستی معرفی کرده بود!  قانون سوم نیوتون؛ برای هر افشاگری در مجلس، یک افشاگری دیگه وجود داره. هم اندازه ولی در خلاف جهت. PejmanRahbar   آقای رئیس جمهور، شما و همه کسانی که دیشب شام معاویه و یزید را خوردید مقصر این وضعیت هستید. (از جهت سطح، ادبیات و خشونت حاکم بر جلسه، جناب مقصودی، موافق استیضاح). PejmanRahbar   اعتراف عجیب هدایت‌الله خادمی، از خوب‌های امروز مجلس: اگر امام نبود من و شما خواب چنین پست‌هایی رو هم نمی‌دیدیم! همه دهه شصتی‌ها بیکارند! PejmanRahbar   -من هفته‌ای سه بار در محل کارم خوابیدم! ( این یکی از آخرین بارقه‌های امید آقای وزیر برای حفظ جایگاه‌اش بود. او پشت تریبون مجلس گفت که زیاد گریه می‌کند اما هر وقت می‌خندد، از او عکس می‌گیرند و می‌نویسند: وزیر به فقر خندید!) PejmanRahbar   نوروزی: چرا پسر وزیر کار باید در دوبی شرکت داشته باشد؟  پاسخ وزیر: به خدا پناه ببرید! PejmanRahbar   ربیعی: نماینده سبزوار به دفتر من می‌آید و می‌گوید سالی 400 تا 500 میلیون به کسی که من می‌گویم، بده!  سوال بزرگ مردم احتمالا باید این باشد که استیضاح بیشتر سیاسی است یا تجاری؟ PejmanRahbar   لاریجانی، عصبی و برافروخته‌تر از همیشه. او می‌گوید شاید نمایندگان به وزیر بگویند چند صد میلیون به یک بهزیستی کمک کن اما هرگز برای خودشان پول نمی‌خواهند. هرگز نگو هرگز آقای رئیس! PejmanRahbar   حلول احمدی‌نژاد رئیس کمیسیون اقتصادی مجلس. پورابراهیمی پشت تریبون ناگهان یک برگه باز می‌کند تا درباره یک «خانم» حرف بزند. زهرا پزشکیان. دختر مسعود پزشکیان نماینده مخالف استیضاح. رئیس فاینانس پتروشیمی جم. جمع آقازاده‌ها در جم هم جمع است. PejmanRahbar  پزشکیان پاسخ می‌دهد: دختر من در پتروشیمی جم رئیس نیست و پروژه دارد. حقوق؟ فقط4 میلیون تومان! PejmanRahbar   جلسه با استیضاح وزیر به پایان می‌رسد. تصمیمی که قبل از گرفته شده و ارتبط چندانی به محتوای جلسه ندارد. مردم چطور باید به سیستمی اعتماد کنند که مدیران‌اش چنین مدارکی علیه هم دارند؟ PejmanRahbar   در یک شرایط عادی، افشاگری‌های امروز می‌توانست مجلس و دولت هر کشوری را به مرز تعطیلی طولانی‌مدت بکشاند. منظور از شرایط عادی، یعنی جایی که در آن پرداخت رشوه و داشتن ژن خوب به عنوان یک حقیقت غیرقابل‌تغییر، پذیرفته نشده است! PejmanRahbar   Mehdi Ghadimi: استیضاح وزیر کار احمدی‌نژاد، شد جلسه معروفی که فیلم فاضل لاریجانی توش اکران شد و کلی فساد از دلش ریخت بیرون. جلسه استیضاح این وزیرکار،شد معرکه «کی چی گرفته؟» صدتا وزیر دیگه هم بیاد،اونجا مخزن رانته. بعضیاهم واسه انتخابات ۱۴۰۰ براش کیسه دوختن. اونجا رو درست کنید،هی وزیر عوض نکنید. GhadimiMehdi   نادر فتوره‌چی: میدانید چرا کسی«ژست فسادستیزی»نظام را جدی نمیگرد؟ چون در یک فقره استیضاح وزیرکار معلوم میشود خودش،پسرش،نائب رئیس مجلس،دختر نائب رئیس مجلس،معاون وزیر،پسر معاون وزیر،نماینده استیضاح کننده،پسر نماینده استیضاح کننده،همه با هم«دو لُپی»مشغول بخوربخور هستند. #شرکت‌سفره‌انقلاب‌سهامی‌خاص Nfatourehchi  رئیس سازمان بهزیستی به نماینده مجلس شورای اسلامی پیشنهاد 500میلیون رشوه داده و نماینده این موضوع را تا روز استیضاح فاش نکرده. نماینده و رئیس هنوز سرکارند و حتی قرار نیست به این«فساد»رسیدگی شود. در کجای دنیا اگر این رسوایی به بار آمده بود، الان آنها داشتند راست راست میچرخیدند؟ Nfatourehchi   📡 @VahidOnline بخش‌هایی از سخنان جنجالی امروز مجلس به انتخاب خبرگزاری فارس:",https://t.me/VahidOnline/31741,برای ارسال تصویر: @Vahid_Online ----- تلاش می‌کنم بدونم چه خبره و مردم چی میگن. ولی دراین کانال شخصی فقط بعضی ازچیزهایی که می‌خواستم به خودم نشون بدن رو می‌گذارم. هرقدر وقت گیربیارم.  اشتراک: vhdo.nl/eshteraak  twitter.com/Vahid  instagram.com/VahidOnline
46173,sedaiemardom,405602,1398/06/05 21:58:59,photo,1,162185,🔴 تراژدی رانت‌خواری در نظام آموزشی؛ «احمد توکلی» چگونه «دکتر توکلی» شد؟! + اسناد  👈 لینک گزارش در تلگرام 👈 لینک گزارش در وب‌سایت «آمدنیوز»  🆔 @Sedaiemardom,https://t.me/sedaiemardom/46173,"«آگاهی، مبارزه، دموکراسی»/ کانال اول توسط تلگرام مسدود شد"
10759,sedaiemardom,405602,1397/01/27 18:37:15,video,0,622146,🔴 مصطفی تاجزاده: ما در حق امیرانتظام ظلم کردیم! (اعتماد آنلاین)   @Sedaiemardom,https://t.me/sedaiemardom/10759,"«آگاهی، مبارزه، دموکراسی»/ کانال اول توسط تلگرام مسدود شد"
138516,akharinkhabar,3319415,1397/06/06 10:05:27,text,-1,152111,"♦️تکمیلی 3 / بخش دوم پاسخ رئیس جمهور به پرسش‌های نمایندگان  🔹ما معصوم نیستیم 🔹من قول می دهم که هیچ گاه بدون خرد جمعی تصمیمی نگرفته ام 🔹حتما ما اشتباه داشته ایم 🔹در موضوع ارز اینکه برخی ارز گرفته اند و کالا وارد نکرده اند، قوه قضائیه ما با آنها برخورد می کنند. 🔹رانت بوده مواردی ولی نه به آن وسعت 🔹مشکل را در حد خودش ببینیم. وقتی مشکل را اضافه می کنیم، در حل آن هم دچار مشکل می شویم 🔹ممکن است بگویید رابطه دولت و مجلس ضعیف است. شاید درست باشد. اما اکثر مواقع وزاری ما در مجلس هستند  🔸اپ آخرین خبر👇🏻 yon.ir/AsH1b‎",https://t.me/akharinkhabar/138516,🔺در کوتاه ترین زمان به روزترین باشید   🔺تبلیغات👇 @akharinkhabarads  🔺شرایط و هزینه تبلیغ👇 @akharinkhabar_ads  🔺انتقاد-پیشنهاد-سوژه👇 @Akharinkhabar_pr  🔺ارتباط نهادها و شرکت‌ها👇 @AkharinKhabarCP
191176,akhbarefori,2117072,1398/07/13 10:41:00,photo,1,131813,"♦️رفیق‌دوست: قبل از انقلاب بنز سوار می‌شدم حالا هم لکسوس سوار می‌شوم  🔹به شدت از جا نماز آب کشیدن، متنفرم به همین خاطر همان چیزی که هستم به مردم می‌گویم و نشان می‌دهم 🔹ریسک و جرات اقتصادی بالایی دارم  🔹منزلم در فرمانیه است و به من ربطی ندارد که تورم قیمت خانه‌ام را خیلی بالا برده 🔹اقتصاد کشور «اسلامی» نیست و تشکل‌های مردم‌نهاد نقش بسیار کم رنگی در امور کشور دارند 🔹پیکره دستگاه‌های اجرایی، نظارتی، نظامی، امنیتی و اقتصادی همانند یک معتاد به حدی گرفتار اجرای قوانین مفسده‌انگیز و ضدتولید است که اگر قرار بر دست زدن به این پیکره خراب باشد، کل ساختار بهم می‌ریزد و همه پرسنل عادت کرده به رویه‌های معیوب باید بروند 🔹برای بن‌بست‌شکنی در اقتصادِ رانتیِ دولتی ابتدا باید از مشارکت مردم در خرید و فروش نفت شروع کرد/ ایسنا @AkhbareFori",https://t.me/akhbarefori/191176,﷽ در لحظه باخبر شوید   سفارش تبلیغ درکانال @ads_fori  خبر فوری در👇  روبیکا https://b2n.ir/972268  سروش https://b2n.ir/20109  گپ https://b2n.ir/02910  اینستاگرام https://b2n.ir/78136  سایت Khabarfoori.ir  ارتباط با ما @Ertebat_ba_ma
40539,akhbar_montakhab,1450706,1398/01/25 14:19:52,photo,1,121869,"🔻انتقاد نماینده مجلس از توقف پخش برنامه ۹۰  بیت‌الله عبداللهی، نماینده مردم اهر در جلسه علنی مجلس: 🔹برنامه ۹۰  مورد توجه ورزش دوستان، جوانان و مردم بود.  🔹چرا صدا و سیما به جای اصلاح اشکالات این برنامه پرمخاطب، صورت مسئله را پاک کرد؟  🔹برنامه ۹۰ ورزش کشور را نقد می کرد و موجب کاهش فساد و رانت در جامعه ورزشی می‌شد. انتظار است این برنامه ها تقویت و ضعف آنها اصلاح شود. @akhbar_montakhab",https://t.me/akhbar_montakhab/40539,"تمام خبرهای این کانال انتخاب شده خبر گزاری‌های رسمی است   تبلیغات:👇 https://t.me/mojezetabligh/199   پیشنهادات، انتقادات و اخبار لحظه ای 👇🏿  @mobodid_channel"
38566,mamlekate,293638,1397/03/08 10:48:21,text,1,170801,"از دم مسجد محل داشتم رد می‌شدم صدای صلوات فرستادن بچه‌ها می‌اومد، همزمان خبر تجاوز #معلم_پرورشی به ۳۰ دانش‌آموز رو می‌خوندم! یاد سعید طوسی افتادم و اینکه اگر مجازاتی در کار بود کسی با حاشیه امن دست به تجاوز جنسی می‌زد؟ اینا بچه‌ان که دارن قربانی عقاید، فساد و رانت جاری میشن!    Hossein Ronaghi @mamlekate",https://t.me/mamlekate/38566,مملکته تنها مملکته خسته مملکته آغلادی گتدی یاتدی  توییتر twitter.com/mamlekate  فن‌پیج اینستا instagram.com/mamlekateofficial  برای #الو هم اگر پیام‌ مهمی دارید از این آیدی استفاده کنید. پیشاپیش هم عذر می‌خوام اگه نرسیدم جواب بدم. گلهای گلین @mamlekate_pm
10959,sedaiemardom,405602,1397/01/30 23:37:55,photo,1,826477,"💠 راست: وحید علی ضمیر ۴ شغله با رانت پدر (نماینده شورای نگهبان در همدان) شاغل در سازمان اوقاف و شهرداری با ۱۵ میلیون درآمد ماهیانه  💠 چپ: بهمن ورمزیار، برای بیکاری دزدی کرد و اعدام شد   @Sedaiemardom",https://t.me/sedaiemardom/10959,"«آگاهی، مبارزه، دموکراسی»/ کانال اول توسط تلگرام مسدود شد"
184345,akhbarefori,2117072,1398/05/28 14:40:12,video,0,153743,"کنایه‌ مجری تلویزیون به ادعاهای عجیب درباره عدالت آموزشی در مدارس خصوصی و دولتی   🔹می‌شه با تقویت مدارس دولتی، سطح آموزشی را بالا برد 🔹لازم نیست عده‌ای که متولی فرهنگ هستند با ساخت مدارس غیرانتفاعی مدعی عدالت آموزشی شوند 🔹برخی دانش‌آموزانی که مدال طلا در المپیاد علمی کسب کردند در مدرسه دولتی درس می‌خوانند @AkhbareFori",https://t.me/akhbarefori/184345,﷽ در لحظه باخبر شوید   سفارش تبلیغ درکانال @ads_fori  خبر فوری در👇  روبیکا https://b2n.ir/972268  سروش https://b2n.ir/20109  گپ https://b2n.ir/02910  اینستاگرام https://b2n.ir/78136  سایت Khabarfoori.ir  ارتباط با ما @Ertebat_ba_ma
117071,Khabar_Fouri,1444085,1397/05/23 11:05:10,photo,1,187424,پیرو سخن مدیرعامل سابق بنیاد بازی مبنی بر ساخت کنسول بازی  رونمایی از از اولین بازی انحصاری کنسول ایرانی:  🔹ماریون رانت خور! /قانون #اقتصادی  ✅ @Khabar_Fouri,https://t.me/Khabar_Fouri/117071,فوری‌ترین و مهمترین اخبار ایران و جهان 📰  فقط تبلیغات👇 🆕 @Ads_Fouri  ارسال خبر + انتقاد و پیشنهادات👇 🗣 @Public_Fouri_BOT  ---------------  فناوری 📡 💻 @IT_Fouri  ورزشی🏅 ⚽️ @Sport_Fouri  اقتصاد 📊 📈 @Econ_Fouri  http://instagram.com/_u/Khabar_Fouri
16784,divunekhoone1,173958,1397/04/30 00:56:17,video,1,222950,"یه نمونه ساده از رانت اطلاعاتی که شخص تو یه شب ۳۰۰میلیارد به جیب می‌زنه. آقای جهانگیری، برای مبارزه با مفاسد اقتصادی دنبال کسی نگردید، دوستتونه! پخش شده از صداوسیما  🆑 @Divunekhoone1",https://t.me/divunekhoone1/16784,اينجا دور هم جمع شديم تا دور از هياهوى زندگى كمى به هممون خوش بگذره! با ما در جریان همه چیز باشید!  ارسال سوژه ↯ @mr_shahinzed    @rezaestt    رزرو تبليغات:👈🏻 @tab_d
29933,iranfnews,2762489,1397/01/01 19:40:19,photo,0,141406,"محمود صادقی: 🔹تحقق شعار سال به همگرایی همه دستگاه‌ها نیاز دارد 🔹انتظار درستی نیست که در همه حوزه‌ها کالای ایرانی تولید شود  🔹در اقتصاد رانتی، تولید ملی تقویت نمی‌شود  @iranfnews",https://t.me/iranfnews/29933,شرایط تبلیغات👇  @iranfnewsads ______________________   تماس با ما👇  @Amir_hoseein1 ______________________   ✳این کانال هیچ ادمین دیگری ندارد.کسانی که با شما تماس گرفته و میگویند از طرف این کانال هستن #کلاهبردار هستند .
44697,khabarfouri,3407681,1398/04/31 08:49:33,text,0,157447,🔺️۱۲۵ هزار خودرو با رانت یک خانواده وارد کشور شد  رئیس فراکسیون مبارزه با مفاسد اقتصادی مجلس: 🔹۱۲۵ هزار خودرو با رانت یک خانواده وارد شده است؛ تمامی این خودروها با اظهارنامه جعلی وارد شده که همه خودروها قاچاق محسوب می‌شود.  🔹۳۴ هزار خودرو به صورت غیرقانونی ثبت سفارش شده است؛ این کار توسط یکی از معاونین وزارت صمت و تیمی متعلق به وی صورت گرفته است. 🔹دستگاه قضایی در حال بررسی بیشتر این پرونده است ضمن اینکه این معاون وزارت صمت در حال رفت و آمد به دستگاه قضایی و توضیحات در این خصوص است و تفهیم اتهام هم شده است.  @khabarfouri,https://t.me/khabarfouri/44697,🔺در کوتاه‌ترین زمان بروزترین باشید   ♻️ارسال سوژه و خبر  و ارتباط با ما   @tabnak24  🔺تبلیغات در کانال خبر فوری @tabnak124  🔺اینستاگرام  http://Instagram.com/KhabarFouri1  🔹تبلیغ مجانی نداریم  🔹️دانستن حق مردم است   🔺️🔺️🔺مدير مسئول دكتر نادری
371,geroni_news,1615194,1397/04/10 00:19:59,text,1,168626,"🔴ما مردم نیز گاهی مقصریم!  join👉 @geroni_news 💰 🔻 مغازه دار‌ محل، هر روز، صبح زود ماشین سمندش را در پیاده رو پارک میکند، مردم مجبورند از گوشه خیابان رد شوند. 🔻سوپرمارکتی، نصف بیشتر اجناس مغازه اش را بیرون چیده، راه برای رفت و آمد سخت است. 🔻کارمند اداره، وسط ساعت کاری یا صبحانه میل میکند، یا به ناهار و نماز میرود و یا همزمان با مراجعه ارباب رجوع کانالهای تلگرام و اینستاگرامش را چک میکند. 🔻بساز بفروش، تا چشم صاحبان آپارتمان را دور میبیند، لوله ها و کابینت را از جنس چینیِ نامرغوب میزند در حالی که پولش را پیشتر گرفته است. 🔻کارمند بانک، از وسط جمعیتی که همه در نوبت هستند به فلان آشنای خود اشاره میزند تا فیش را خارج از نوبت بیاورد تا کارش راه بیافتد! 🔻استاد دانشگاه، هر جلسه بیست دقیقه دیر میاد و قبل از اتمام ساعت، کلاس را تمام میکند جالبتر اینکه مقالات پژوهشی دانشجویان را بنام خودش چاپ میکند. 🔻دانشجو پول میدهد، تحقیق و پایان نامه را کپی شده میخرد و تحویل دانشگاه میدهد تا صاحب مدرک شود. 🔻 پزشک، بیمار را در بیمارستان درمان نمیکند تا در مطب خصوصی به او مراجعه کند و یا به همکار دیگر خود پاس میدهد تا بیمار جیب خالی از درمانگاه خارج شود. 🔻همه اینها شب وقتی به خانه می آیند، هنگامی که تلگرام را باز میکنند از فساد، رانت، بی عدالتی، تبعیض و گرانی سخن میگویند و در اینستاگرام پستهای روشنفکری را لایک میکنند. 🔴همه هم در ستایش از نظم و قانون مداری در اروپا و آمریکا یک خاطره دارند اما وقتی نوبت خودشان میرسد، آن میکنند که میخواهند!!! باور کنید جامعه با من و شما، ما میشود، قبل از دیگران به خودمان برسیم تا مملکتمان شاید آباد شود!  🔴 بروزترین و جنجالی ترین اخبار 👇👇 https://telegram.me/joinchat/AAAAAEz6Tx23a3LRYIT5hA",https://t.me/geroni_news/371,اخبار گرانی و بدبختی - همه چیز از همه جا(با قلم و بیانی متفاوت)  🔸فعالیت کانال به دور از هرگونه دسته بندی های سیاسی و اجتماعی بوده و تحت لوای جمهوری مقدس اسلامی ایران می باشد.   ■ كانال دوم ما👇 @persianTV  ■ شرايط تبلیغات👇  @geroni_news_ads
73601,Perspolis,1972473,1397/04/26 16:40:18,photo,1,179155,تا کی میخوای با دروغ از خریت هواداراتون استفاده کنی مردکِ دلالِ رانت خور؟ خجالت بکش  🔴 @Perspolis,https://t.me/Perspolis/73601,🔴بزرگترین رسانه هواداران پرسپولیس در تلگرام🔴  🏆هفته شانزدهم لیگ برتر ⚽️ پارس جنوبی - پرسپولیس 🗓 پنجشنبه ۲۸ آذر ⏰ ساعت ۱۷:۳۰ 🏟 ورزشگاه تختی جم  Instagram.com/khabarsorkh twitter.com/khabarsorkh  📃تبلیغات: @pers66pers  📞ارتباط با ما: @Perspolis_tamas
7968,geroni_news,1615194,1397/07/18 00:11:28,text,1,117036,‏یک معاون وزیر ششصد میلیون به صندوق تامین اجتماعی داده که سوابق خدمتیشو حذف کنن تا بازنشسته نشه. ببینید این جایگاه چه سود و رشوه خواری و رانتی براش داشته که برای حفظش حاضر بوده اینهمه خرج کنه  @geroni_news ⚡️,https://t.me/geroni_news/7968,اخبار گرانی و بدبختی - همه چیز از همه جا(با قلم و بیانی متفاوت)  🔸فعالیت کانال به دور از هرگونه دسته بندی های سیاسی و اجتماعی بوده و تحت لوای جمهوری مقدس اسلامی ایران می باشد.   ■ كانال دوم ما👇 @persianTV  ■ شرايط تبلیغات👇  @geroni_news_ads
30430,melobit,3594957,1397/10/26 08:00:27,photo,0,241733,"🔵مشخصات کلی اسپیکر های مینگو: قابلیت اتصال رم و فلشUSB ، دارای بلوتوث ، هوشمند ( اتصال و کنترل اسپیکر از طریق موبایل) - پخش فایل های تصویری(MP5) - خروجی اپتیکال وکواکسیال ، ریموت کنترل چراغدار با قابلیت تعویض فولدر، دارای میکروفن دیجیتال بی سیم ، نمایشگر دیجیتال با پنل لمسی، دارای باندهای کربن ضد ضربه ✅دارای ۱۸ ماه گارانتی  🔴کیفیت ، قدرت،وضوح و شفافیت صدا 🔴بسته بندی محکم و رنگی  🇮🇷تولید ایران به سفارش شرکت مینگو 🔴۱۵ سال سابقه فروش و خدمات پس از فروش مینگو آدرس دفتر مرکزی فروش: خ شریعتی،خ بهار،ساختمان ۱۳۲ واحد ۴ ☎️02177623183-5 📱09351126384 📱09101126384 ✡️کلیه مدلها در کانال تلگرام قابل مشاهده می باشد👇 https://t.me/mingospeakers  ✡️اینستاگرام ما https://instagram.com/speakermingo  @mingospeakers",https://t.me/melobit/30430,"ملوبیتم، میتونم آهنگ های تازه رو بهت معرفی کنم  آدرس بات @melobot  آدرس اینستاگرام instagram.com/melobotmusic  آدرس توییتر twitter.com/melobit  ارتباط با ما @melotact  ©DMCA: @melobita  ."
181446,akharinkhabar,3319415,1398/05/16 11:00:40,photo,-1,158369,"🔺رئیس جمهور در حاشیه هیئت دولت و به مناسبت روز خبرنگار: دولت حامی اطلاع رسانی است و باید مردم از همه اطلاعات با خبر باشند  🔹این که ما اطلاعات را به صورت رانت در اختیار جمع و یا گروه خاصی قراردهیم کار درستی نیست 🔹درخواست دولت از خبرنگاران این است که تمام واقعیت های جامعه را اطلاع بدهند 🔹خبرنگاران واسطه های خوبی میان حاکمیت و مردم باشند 🔹خبرنگاران اگر نقصی در کار ما میبینند، بدون هیچ لکنت زبانی بیان کنند. نتنها ما خوشحال می شویم، بلکه این را نشانه ای از جامعه ی آزاد می دانیم 🔹انتقاد باید انتقاد دلسوزانه و واقعی باشد و راهکار در کنارش باشد  @Akharinkhabar",https://t.me/akharinkhabar/181446,🔺در کوتاه ترین زمان به روزترین باشید   🔺تبلیغات👇 @akharinkhabarads  🔺شرایط و هزینه تبلیغ👇 @akharinkhabar_ads  🔺انتقاد-پیشنهاد-سوژه👇 @Akharinkhabar_pr  🔺ارتباط نهادها و شرکت‌ها👇 @AkharinKhabarCP
150097,akhbarefori,2117072,1397/10/04 10:28:18,photo,0,264801,🔹واکنش عباس عبدی به سخنان رئیس‌جمهوری: مشکل اقتصاد ایران نه دولتی بودن که غیر علمی و فاسد و رانتی بودن است. #سیاسی @AkhbareFori,https://t.me/akhbarefori/150097,﷽ در لحظه باخبر شوید   سفارش تبلیغ درکانال @ads_fori  خبر فوری در👇  روبیکا https://b2n.ir/972268  سروش https://b2n.ir/20109  گپ https://b2n.ir/02910  اینستاگرام https://b2n.ir/78136  سایت Khabarfoori.ir  ارتباط با ما @Ertebat_ba_ma
